high_income,male,married,higher_edu,managerial_occ,high_hours,gov_jobs,race,age,native_country
0,0,4,9,3,40,8,4,37,39
0,1,1,10,12,60,3,4,38,39
0,1,1,10,8,40,8,4,20,39
0,1,6,9,12,40,3,4,56,39
0,1,6,9,8,60,8,4,55,39
0,0,2,9,10,40,8,4,46,39
1,1,5,16,10,70,5,4,51,39
0,1,1,9,14,40,8,4,19,39
0,0,6,9,1,25,8,4,39,39
1,0,6,13,10,20,8,4,28,39
0,0,1,9,8,40,8,3,22,39
0,0,1,13,13,43,5,4,41,39
0,1,6,9,13,40,5,4,41,39
0,1,6,13,13,40,8,4,46,39
1,1,6,9,4,40,5,4,57,39
1,1,6,13,10,40,8,4,59,39
0,1,6,10,13,50,8,4,32,39
1,1,6,12,12,45,8,4,51,39
1,1,6,13,4,50,8,4,28,39
1,1,6,9,10,40,8,4,32,39
0,1,1,14,10,20,5,2,27,3
0,1,6,13,13,48,8,4,35,39
0,1,1,9,3,40,8,4,20,39
0,0,6,10,1,40,8,4,47,39
1,1,6,11,11,40,5,4,42,39
1,1,6,16,10,36,4,4,44,39
1,1,6,6,14,42,8,3,49,39
1,1,6,10,7,40,3,4,41,39
0,0,6,7,7,40,8,3,47,39
0,1,6,9,3,44,8,4,47,39
0,0,2,10,1,50,6,4,25,39
0,0,1,10,1,40,8,4,20,39
0,0,6,13,10,45,4,4,32,39
0,1,6,7,14,40,8,4,36,39
0,1,4,9,3,40,8,4,28,39
0,0,2,10,12,38,8,4,32,39
0,0,1,10,10,20,8,2,21,35
0,0,2,7,7,52,8,3,38,39
1,1,6,14,10,60,4,4,47,39
0,1,1,13,1,40,8,4,22,39
0,1,1,12,13,50,8,4,26,39
0,0,1,8,12,15,8,4,17,39
0,0,6,13,10,40,4,3,24,39
0,1,1,13,12,40,8,4,34,39
0,1,6,9,14,30,3,4,37,39
0,0,3,11,10,40,8,2,51,39
0,1,1,13,4,40,8,4,24,39
1,0,3,13,10,50,8,4,39,31
0,1,2,9,3,40,8,4,41,39
0,1,1,3,6,30,8,4,20,13
0,1,1,13,12,40,6,4,24,39
0,1,4,10,12,60,3,2,38,24
0,1,1,10,8,20,5,3,22,39
0,0,2,10,13,40,4,4,42,39
0,1,1,5,5,70,8,4,23,39
0,1,1,10,8,50,8,4,20,39
0,1,6,10,7,40,8,4,43,26
0,0,1,13,12,41,8,4,34,39
0,1,6,11,5,80,3,4,28,39
0,1,6,9,1,48,8,4,41,39
0,1,1,10,4,45,8,4,31,16
1,1,6,14,4,65,8,4,45,39
0,1,6,2,6,40,8,4,61,26
1,1,6,14,4,40,8,4,50,39
0,0,2,13,4,40,7,3,44,39
0,0,1,9,12,35,8,4,25,39
0,0,1,10,1,40,7,3,28,39
0,1,1,9,3,40,8,4,38,39
1,1,6,10,1,40,5,4,30,39
0,1,6,6,1,40,8,4,43,39
0,0,2,10,7,55,8,3,35,39
0,1,2,9,12,38,8,4,44,39
0,0,1,9,1,40,8,3,43,39
0,0,1,13,10,40,8,4,24,39
0,1,2,10,3,35,3,4,30,39
0,1,6,6,12,65,3,4,54,39
1,1,6,13,4,55,8,4,46,39
1,1,6,13,11,40,8,4,57,39
0,0,2,9,8,40,8,4,54,39
0,1,2,9,8,35,3,4,31,39
1,0,6,12,8,25,8,4,30,39
1,0,6,14,10,40,6,4,39,39
0,1,2,10,14,53,8,4,48,39
0,1,1,11,10,43,8,4,29,39
0,0,6,9,8,45,8,4,30,39
0,1,1,9,7,40,8,3,27,39
0,1,6,10,13,40,8,4,26,39
0,1,1,10,8,30,8,4,21,39
0,0,1,11,8,20,8,4,20,39
1,1,6,15,3,40,8,4,40,26
0,1,6,10,12,30,8,4,20,39
0,0,1,12,8,56,8,4,39,39
1,1,6,8,3,40,8,4,53,39
0,0,4,9,12,47,8,4,39,39
0,1,2,9,3,55,8,4,37,39
0,1,6,10,4,40,8,4,29,39
0,0,2,9,1,32,8,4,27,39
0,1,1,10,4,40,5,4,21,39
0,1,1,13,13,40,8,4,45,39
0,0,6,9,7,25,2,4,46,39
0,1,1,7,6,40,8,3,21,39
0,1,1,9,1,40,8,4,50,39
0,1,1,10,4,40,8,4,23,39
0,1,1,10,4,40,4,4,27,39
0,0,1,9,1,35,8,4,21,39
0,0,3,10,1,40,4,4,56,39
0,0,3,9,1,24,8,4,69,39
1,1,6,9,3,40,8,4,32,39
0,1,6,13,4,40,8,4,41,39
0,1,6,11,11,40,8,4,44,39
0,1,2,10,6,40,8,4,40,39
0,0,4,10,7,70,8,3,32,39
0,0,6,9,8,60,8,2,37,30
1,1,6,10,3,45,8,4,34,39
0,0,2,12,1,35,8,4,31,31
1,1,6,9,8,50,3,4,56,2
1,0,6,9,12,24,3,4,38,39
0,0,1,9,4,35,8,2,38,17
0,1,1,9,6,40,8,4,48,39
0,0,1,9,7,40,8,3,36,39
0,1,6,9,3,40,8,4,32,39
0,0,1,13,8,25,8,4,23,39
1,1,6,15,10,32,6,4,56,39
0,0,1,9,13,35,8,3,25,39
0,0,1,10,8,12,8,4,20,39
0,0,2,9,1,40,8,4,32,39
0,1,2,7,14,40,8,4,53,2
0,1,6,13,10,42,4,4,61,39
0,1,1,9,3,45,8,4,43,39
1,1,1,14,12,60,8,4,34,39
0,1,6,6,3,40,8,4,29,39
1,1,2,14,4,40,8,4,55,39
0,1,2,9,12,50,3,4,44,39
1,0,2,14,4,40,7,4,41,39
0,0,1,9,8,40,8,4,21,39
0,1,6,12,4,40,8,4,31,39
0,0,1,14,10,40,4,4,27,39
1,1,6,9,4,40,8,4,40,39
0,0,2,14,1,25,5,4,31,39
0,1,1,9,3,55,8,4,52,39
0,0,2,13,1,45,8,4,52,39
1,1,6,9,1,50,8,4,47,39
0,1,6,5,12,40,8,4,28,39
0,1,6,10,12,40,8,4,44,39
0,1,1,9,5,50,3,4,37,39
0,1,1,8,5,50,8,1,22,39
0,1,1,13,7,45,8,2,24,3
0,1,6,9,7,40,8,4,37,39
0,1,6,9,3,40,8,4,53,39
1,1,6,9,3,46,8,4,53,39
0,1,1,14,4,40,8,4,40,39
1,1,6,10,3,50,3,4,33,39
1,1,6,14,10,46,5,4,50,39
1,1,6,9,4,40,8,4,51,9
0,1,2,12,13,40,4,3,44,39
0,0,2,10,1,40,8,4,33,39
0,1,1,10,8,25,8,4,23,39
1,1,6,16,12,40,3,4,57,39
0,0,3,9,8,40,3,4,46,39
0,1,6,14,10,60,8,4,42,39
0,1,6,9,3,40,8,4,42,39
1,0,1,10,11,40,4,3,39,39
1,1,6,13,10,40,8,4,67,39
0,1,1,10,8,42,8,1,19,39
1,0,6,14,10,10,4,4,48,39
0,1,6,7,6,20,8,4,65,39
1,1,6,10,3,50,3,1,39,39
0,1,6,10,13,45,8,4,32,39
1,0,1,13,10,62,6,4,34,39
0,1,6,9,4,70,3,4,34,39
1,1,6,9,11,48,8,4,33,39
0,1,6,7,8,40,8,4,23,39
0,0,1,7,1,15,4,4,17,39
0,1,1,16,10,50,8,4,59,39
0,0,2,9,8,40,3,4,31,39
0,1,2,9,14,40,8,4,35,39
0,0,6,11,4,43,8,3,31,39
0,1,1,9,3,40,8,4,36,39
0,0,1,7,12,36,8,4,17,39
1,1,6,13,12,45,8,3,56,39
0,1,6,10,7,40,8,4,46,39
0,1,6,9,3,50,8,4,31,39
1,1,6,13,4,50,8,4,31,39
0,1,6,9,14,40,3,3,52,39
0,1,2,9,3,15,3,1,35,39
1,1,6,13,12,50,8,4,34,39
1,1,6,13,10,75,8,4,33,39
0,0,2,9,7,28,8,3,40,39
0,1,6,7,3,35,3,4,45,39
0,1,3,10,4,60,8,4,57,39
1,1,6,9,11,50,4,3,26,39
0,1,1,13,1,65,8,4,26,39
1,1,2,9,12,50,6,4,34,39
0,1,1,15,10,50,5,2,26,19
0,1,6,10,12,18,3,4,65,39
1,1,6,9,3,45,8,4,27,39
1,1,2,13,12,40,8,4,44,39
1,1,6,13,10,45,8,4,25,39
0,0,2,9,12,37,8,4,25,39
0,1,6,10,6,40,4,4,41,39
0,0,1,7,12,30,8,3,17,39
0,0,1,9,4,16,6,3,29,39
0,1,6,15,10,45,8,4,49,39
0,1,1,9,6,40,8,4,22,39
0,0,4,9,1,40,8,4,29,39
1,1,2,9,3,48,8,3,55,39
0,0,1,10,1,20,8,4,20,39
0,1,6,9,3,40,8,4,35,39
0,0,5,10,12,40,8,3,41,39
0,1,6,9,7,44,8,4,43,26
0,1,1,14,4,40,8,4,39,39
1,1,6,9,12,60,3,4,34,39
0,0,1,7,8,40,8,3,28,23
0,1,1,10,7,40,8,1,20,39
0,1,2,9,4,38,8,4,50,39
0,0,6,12,8,40,4,4,24,39
0,1,6,9,6,40,8,4,38,39
1,1,6,12,4,50,8,4,35,39
1,1,2,13,12,48,8,3,61,39
0,0,1,9,12,40,8,4,38,39
1,1,6,13,4,50,8,4,37,39
1,1,6,13,12,40,6,4,68,39
0,1,6,9,4,48,3,4,56,39
0,1,2,13,1,37,5,4,57,39
0,1,6,12,8,40,8,4,40,39
0,1,1,10,8,40,5,2,31,39
0,1,1,9,3,40,8,4,20,39
1,1,6,10,5,40,3,4,58,39
0,0,2,6,12,30,8,4,47,39
1,1,6,15,10,25,3,4,67,39
0,1,2,7,12,40,8,4,30,39
0,1,6,11,6,40,8,3,44,39
0,1,6,4,3,40,8,4,56,32
0,1,6,4,5,28,3,4,76,39
0,1,6,10,8,40,3,4,72,39
0,1,1,8,8,15,8,4,18,39
0,1,1,9,14,40,4,1,32,39
0,0,4,10,4,30,5,3,39,39
0,0,1,9,10,40,7,3,24,39
0,1,1,10,3,20,8,4,21,39
0,1,1,13,3,40,8,4,45,39
0,0,1,8,12,18,8,4,19,39
1,1,6,10,7,40,8,3,34,39
0,1,1,5,7,40,8,4,18,26
1,0,6,13,10,50,8,4,41,39
0,1,1,9,1,40,4,4,23,39
0,1,1,9,8,40,8,4,20,39
1,0,1,13,12,50,8,4,29,39
0,1,1,14,12,16,3,4,56,39
0,1,2,12,3,40,8,4,45,39
0,0,1,10,4,40,8,4,19,39
1,1,6,13,1,40,8,4,44,39
0,1,1,13,5,65,3,4,47,39
0,1,6,10,14,50,8,4,47,39
0,0,1,10,12,13,8,4,20,39
0,1,1,9,14,40,8,4,22,39
0,0,2,13,4,55,8,4,38,39
0,1,6,9,3,40,8,4,38,8
0,1,1,13,4,60,8,4,39,39
0,1,1,9,7,40,8,4,21,39
0,0,4,4,8,40,8,4,45,26
0,1,6,10,1,27,5,4,38,39
0,1,6,4,11,40,8,4,62,5
0,1,1,10,4,45,6,4,31,39
0,0,1,13,12,40,8,4,22,39
0,1,1,6,6,40,8,4,23,39
1,1,6,13,14,99,8,4,39,39
0,1,5,13,4,40,3,2,40,39
0,1,1,7,8,10,8,4,17,39
0,0,1,9,10,40,4,4,36,39
1,1,6,10,12,48,8,4,63,39
0,1,6,9,3,40,8,4,28,39
0,0,2,13,4,40,8,4,28,39
0,0,6,9,1,35,4,4,64,39
0,0,1,9,12,25,8,4,20,26
0,1,6,10,3,40,8,4,53,39
1,1,6,13,4,48,8,4,44,39
1,1,6,15,10,75,6,4,50,39
1,1,6,10,12,40,8,4,41,39
0,1,6,9,3,60,3,4,31,39
0,0,1,15,10,40,8,2,34,39
0,1,6,9,1,40,8,3,63,39
0,1,1,13,10,40,8,4,44,39
1,1,6,9,3,40,8,4,31,39
0,1,6,5,6,40,8,4,52,39
0,1,6,10,1,40,8,4,28,39
0,0,1,13,10,45,8,4,44,39
0,0,1,9,4,40,8,4,27,39
0,0,2,10,1,40,8,4,43,39
0,1,6,6,14,40,8,3,48,39
1,1,6,16,10,60,6,4,46,39
0,1,6,11,3,40,8,4,39,39
1,1,6,13,10,60,4,4,29,11
1,1,6,13,12,50,8,4,27,39
0,0,1,7,9,40,8,4,21,26
0,1,1,13,1,32,8,4,24,39
0,0,1,10,12,35,8,4,21,39
1,1,6,13,4,40,8,4,49,39
0,0,2,7,8,30,8,3,51,39
0,0,2,9,3,40,8,4,50,39
0,1,1,10,1,15,5,4,19,39
0,1,1,6,3,40,8,4,29,26
0,1,2,12,7,75,8,4,57,39
0,0,1,10,12,40,8,3,33,39
0,0,1,9,8,40,8,4,21,39
0,1,6,10,10,60,8,4,40,39
1,1,6,11,13,40,8,4,35,39
1,1,1,13,12,40,8,4,28,39
0,1,1,11,13,40,8,4,31,39
0,0,1,14,10,40,8,4,39,39
1,1,1,13,8,50,8,4,48,26
0,1,6,10,4,40,8,4,52,39
1,1,6,10,6,40,8,4,45,11
0,1,6,15,10,80,7,4,29,39
0,1,1,10,12,35,8,2,19,25
0,1,6,14,4,50,8,4,40,39
0,1,1,13,11,50,7,4,28,39
0,1,6,10,4,70,6,4,30,39
0,1,1,10,1,40,8,3,35,39
1,1,1,13,4,55,8,4,46,39
0,1,1,12,12,45,8,4,29,26
1,0,1,15,12,50,8,4,32,39
0,1,6,9,3,40,8,4,30,11
0,0,2,12,1,40,8,4,40,39
0,0,1,7,9,75,8,4,71,39
0,1,6,10,3,40,8,4,51,39
0,1,6,11,3,48,8,4,27,39
0,1,6,9,14,40,8,4,50,39
0,0,1,12,10,40,8,4,33,39
0,1,6,7,5,40,8,4,27,39
0,1,1,13,4,40,5,4,26,39
0,0,3,9,8,19,4,4,59,39
0,0,6,10,1,20,3,4,37,39
1,1,6,14,4,45,8,4,39,39
1,1,6,9,4,40,8,4,37,39
1,1,6,13,10,60,6,4,46,39
1,1,6,9,4,72,6,3,62,39
0,0,2,9,1,40,7,3,29,39
0,1,2,13,10,40,4,4,36,39
0,0,1,13,4,60,8,4,32,39
0,0,3,7,1,40,8,4,40,39
0,0,1,6,8,25,8,4,17,39
0,1,6,9,3,45,5,4,51,39
0,1,6,6,3,40,8,4,53,39
1,0,1,14,4,60,8,4,32,39
0,0,2,9,12,40,8,4,39,39
1,1,6,9,3,40,8,4,34,39
1,1,6,13,12,50,3,4,51,39
0,0,1,9,4,45,8,4,29,39
0,1,6,9,8,40,5,4,45,39
0,0,1,10,1,40,8,4,39,39
1,0,6,13,13,40,8,4,58,39
0,0,2,10,1,45,8,4,35,39
0,1,6,11,5,45,3,4,41,39
0,0,1,13,10,20,5,4,24,39
1,1,4,13,12,50,8,4,35,39
0,1,6,13,3,20,8,2,50,30
1,1,6,15,10,50,3,4,43,39
1,1,6,13,4,50,8,4,42,39
0,1,1,10,1,20,8,3,23,14
0,1,1,15,10,60,8,4,32,39
1,1,6,13,5,20,3,4,61,39
0,0,1,10,1,40,8,4,26,39
0,1,6,7,14,50,8,4,23,39
0,1,6,10,3,50,8,4,35,39
0,1,6,6,3,40,3,3,45,14
1,1,6,13,3,50,8,4,28,39
0,0,1,9,8,45,4,4,23,39
0,0,2,11,6,40,8,3,37,39
0,0,1,10,12,20,8,3,21,39
1,1,6,9,3,47,8,4,45,39
0,0,1,13,10,45,7,4,40,39
0,1,6,9,3,15,3,4,40,39
0,1,6,7,12,65,8,4,35,39
1,1,2,10,4,50,8,4,48,39
0,1,1,9,1,40,8,4,19,39
1,1,6,14,10,45,8,4,33,39
0,0,2,13,10,80,6,4,29,39
0,1,6,13,4,39,7,4,40,39
0,0,1,10,10,15,8,4,20,39
0,0,2,7,8,20,4,3,29,39
0,1,6,9,5,50,3,4,46,39
1,1,6,10,10,45,8,4,51,39
0,1,6,3,7,40,8,4,39,39
0,1,1,9,11,40,8,4,20,5
0,0,2,9,4,40,8,4,55,39
0,0,4,9,8,25,8,4,40,39
0,1,1,9,14,40,8,4,23,39
1,1,6,10,3,40,3,4,28,39
0,0,2,13,12,46,8,4,45,39
0,0,1,13,8,20,8,4,27,39
0,1,4,9,6,48,8,4,37,39
0,1,1,7,5,50,8,4,26,39
1,1,2,13,12,60,8,1,34,39
0,1,1,13,4,40,8,4,22,39
1,1,6,14,4,60,4,4,90,39
1,0,6,9,6,40,8,4,29,26
1,1,6,9,6,40,8,4,41,39
0,1,1,10,3,50,8,4,28,39
0,1,6,7,6,50,8,4,30,39
1,1,6,13,4,40,8,4,57,11
0,0,3,13,10,50,8,4,37,39
0,0,4,9,7,40,8,4,27,39
0,0,2,14,4,40,3,4,44,39
1,0,6,10,4,50,8,4,56,39
1,1,6,9,4,20,6,4,61,39
1,1,6,13,12,50,8,4,30,39
1,1,6,9,8,60,3,3,27,39
0,1,6,12,8,47,8,4,37,39
0,0,6,9,8,40,8,4,39,39
1,1,6,9,6,40,8,4,39,39
0,0,1,13,10,40,8,4,23,39
0,1,1,9,6,40,8,4,23,39
1,1,6,10,12,40,8,2,44,39
0,1,6,9,14,60,8,4,43,39
0,1,6,10,3,40,3,4,41,39
0,0,2,9,13,40,8,4,43,39
0,1,6,9,5,99,3,4,43,39
0,0,2,10,3,40,8,4,38,39
0,1,1,6,3,40,8,4,36,39
0,1,6,9,12,40,4,4,70,39
0,1,1,13,10,48,5,4,34,39
0,0,1,6,12,40,8,4,41,39
1,1,6,13,1,40,8,4,40,39
0,1,6,9,8,10,3,4,41,39
1,1,6,13,4,40,4,4,38,39
0,1,6,9,3,40,3,4,29,39
0,1,1,9,1,60,8,4,24,39
1,1,6,11,3,40,8,4,52,39
0,1,2,7,6,40,8,4,26,39
0,0,1,10,7,40,8,3,23,39
0,0,1,7,8,20,8,4,17,39
0,0,4,9,1,40,8,3,26,39
0,1,6,9,7,8,8,4,55,41
1,1,6,9,12,40,8,4,36,39
0,1,1,7,6,20,8,4,17,39
0,1,6,9,7,40,8,1,44,39
0,0,6,9,12,40,8,4,28,39
0,0,1,10,13,16,8,4,24,39
0,1,6,9,8,32,8,4,65,39
0,1,6,9,4,40,8,4,39,39
0,1,1,9,7,40,8,3,37,39
1,1,1,15,10,40,8,4,45,39
0,0,2,10,7,20,8,4,30,39
1,1,6,14,12,45,3,4,47,39
0,0,6,9,4,21,6,2,56,3
0,1,6,9,3,40,8,4,70,39
0,1,6,6,14,80,8,4,34,39
0,1,6,9,6,40,8,3,33,39
0,1,2,13,12,45,8,4,32,39
1,1,6,12,4,44,8,4,36,39
0,0,2,13,4,40,5,4,50,39
0,1,6,7,5,88,3,4,44,39
1,1,6,14,4,40,8,4,37,39
1,1,6,9,11,53,4,4,34,39
0,0,2,9,1,40,8,4,37,39
0,0,1,12,1,20,8,4,21,39
0,1,1,4,3,50,8,3,54,39
0,1,6,9,11,40,4,4,61,39
0,1,6,13,12,50,8,4,49,39
0,1,3,9,11,40,4,3,49,39
0,0,1,12,1,40,8,3,22,39
0,1,6,10,4,60,3,4,54,39
0,1,6,9,6,50,8,4,27,39
0,1,6,4,3,20,3,4,59,39
0,0,4,10,12,10,8,4,43,39
1,1,2,9,13,60,8,4,59,39
0,1,1,10,3,40,8,4,38,39
0,0,3,9,12,26,8,4,74,39
0,1,6,9,1,40,8,2,36,40
0,1,1,12,12,40,8,4,43,39
1,1,6,13,10,50,8,4,38,39
0,1,6,9,13,40,8,4,25,39
0,0,2,13,1,40,8,4,50,39
0,1,6,10,14,40,8,3,56,39
0,1,6,9,14,45,3,4,33,39
0,1,1,10,6,30,8,4,20,39
0,0,4,7,12,20,8,4,33,39
0,1,1,9,8,40,8,4,19,39
0,1,6,10,3,40,8,4,62,39
0,1,6,6,1,40,8,3,56,39
0,1,2,11,8,20,8,4,60,39
0,0,1,10,1,35,8,4,20,39
1,1,6,14,4,40,8,4,36,39
0,1,1,11,3,40,8,4,29,39
0,0,6,9,11,40,4,4,27,39
0,0,1,10,8,25,8,4,20,39
1,1,6,9,7,45,8,4,58,39
0,0,1,9,1,40,8,4,26,39
0,1,1,10,8,40,8,4,21,39
0,0,1,14,10,50,8,4,28,39
0,1,6,7,14,40,8,3,47,39
0,1,1,4,7,50,8,4,50,39
0,0,1,10,4,40,8,3,48,39
1,0,6,10,1,40,8,4,40,39
0,1,1,9,1,46,4,4,33,39
1,1,6,10,13,60,6,4,57,39
0,1,1,9,7,20,8,3,37,39
1,0,2,13,10,50,7,4,46,39
1,0,6,13,10,21,5,4,38,39
0,1,6,10,1,35,7,4,36,39
0,0,1,9,1,40,8,4,19,39
0,0,1,13,10,40,4,4,27,39
0,0,4,12,1,40,7,3,48,39
0,0,2,9,8,35,8,3,43,39
1,1,6,10,14,40,8,4,37,39
1,1,6,14,4,55,8,4,55,39
0,1,3,13,12,50,8,3,41,39
0,0,2,9,8,40,8,4,24,39
1,0,6,13,13,40,8,4,48,39
