high_income,male,married,higher_edu,managerial_occ,high_hours,gov_jobs,race,age,native_country
0,1,6,10,13,45,8,4,32,39
1,1,6,13,11,42,4,3,28,39
1,1,6,13,4,40,8,4,38,39
1,1,2,14,4,45,8,4,38,39
0,1,1,10,6,40,8,4,33,26
0,1,1,13,8,39,8,4,37,39
0,1,6,10,3,55,3,4,50,39
0,0,3,9,4,35,8,4,67,39
0,1,6,7,3,40,8,4,25,39
0,0,2,10,4,40,5,3,35,39
0,0,6,8,8,40,5,4,31,39
1,1,6,9,12,60,8,4,36,39
0,1,6,11,5,80,3,4,28,39
0,1,6,14,10,60,8,4,56,39
0,0,2,9,13,40,4,4,25,39
0,0,2,7,7,40,8,3,51,39
0,0,1,10,1,40,8,4,19,5
0,0,1,10,12,35,8,4,22,39
0,0,3,9,1,20,8,4,69,39
1,1,6,13,10,40,8,4,47,39
0,1,6,9,3,40,8,4,25,39
0,1,6,10,10,40,8,4,44,39
0,0,3,9,12,30,8,4,53,39
0,1,1,12,5,45,8,4,25,39
0,0,1,9,8,30,8,4,18,39
0,1,6,5,7,48,8,4,50,39
0,0,5,13,3,55,8,4,55,21
1,1,6,11,10,40,8,4,51,39
0,1,2,10,8,45,3,4,41,39
1,1,6,11,14,45,8,4,42,39
1,1,6,13,10,50,8,4,39,39
0,1,2,9,10,20,3,4,59,9
0,1,6,13,12,30,3,4,67,39
0,0,2,10,12,40,8,4,39,39
1,1,6,15,10,55,8,4,47,39
0,0,3,9,14,38,4,4,54,39
1,1,6,10,11,60,4,4,36,39
0,0,3,9,7,20,8,4,37,39
0,0,2,9,10,45,8,4,42,39
0,0,2,7,12,35,8,4,51,39
0,1,6,9,4,40,3,4,45,39
0,1,6,13,3,60,8,4,25,39
1,1,6,9,3,40,8,4,30,39
0,1,1,10,4,40,8,3,32,23
0,0,1,10,8,10,4,4,29,39
0,0,3,6,10,15,4,4,59,39
0,0,2,10,1,40,8,4,68,39
0,1,6,12,13,40,8,2,43,39
0,0,2,13,1,38,4,4,53,6
0,1,6,10,6,40,8,4,35,39
0,1,6,8,7,40,8,3,67,5
0,1,6,9,3,60,8,4,29,39
1,0,6,14,10,50,5,4,30,39
0,1,6,13,6,55,8,4,53,39
0,1,2,9,5,25,8,4,63,39
0,0,1,13,1,40,8,3,35,39
0,0,6,13,4,45,7,4,54,39
0,0,1,11,10,40,5,3,37,39
0,1,2,9,8,40,8,4,50,39
0,1,1,1,5,40,8,4,33,26
1,1,6,12,12,40,6,4,63,39
1,1,6,14,10,10,4,4,73,31
0,0,1,9,7,40,8,4,34,39
0,1,6,10,3,40,8,4,25,39
0,1,2,10,1,40,8,3,38,39
1,1,6,10,14,50,8,4,45,39
0,1,6,9,4,70,3,4,31,39
0,1,6,9,14,48,8,4,28,39
0,1,6,9,8,40,8,3,37,39
0,1,1,13,12,40,8,4,27,39
0,0,2,9,1,40,4,4,53,39
0,1,1,13,13,40,7,3,39,39
1,1,6,15,10,75,3,3,36,39
0,0,1,13,12,40,8,4,26,39
1,1,6,13,13,40,3,4,46,39
0,1,6,9,5,40,8,4,55,39
0,0,2,11,1,38,5,4,46,39
0,1,6,12,12,40,8,4,42,39
0,1,1,9,6,40,8,4,19,39
0,1,1,7,6,24,8,4,18,39
1,1,6,14,1,40,8,4,42,39
1,1,6,9,3,50,8,4,42,39
1,1,6,9,12,44,8,4,33,39
0,1,1,12,1,12,8,4,23,39
0,1,2,9,12,40,8,4,33,39
0,0,1,13,1,40,8,4,23,39
1,1,2,15,10,55,8,4,44,39
1,1,6,12,1,40,5,4,40,39
1,1,6,7,3,50,8,4,24,39
0,0,4,14,10,37,4,3,43,39
1,1,6,15,10,60,6,4,54,39
1,1,2,13,12,40,8,4,46,39
0,1,1,7,10,3,8,4,18,39
0,1,6,9,1,40,8,4,33,39
0,0,6,6,8,24,8,4,36,39
0,1,6,10,10,45,8,4,32,39
1,1,6,12,12,50,3,4,54,39
1,1,6,10,4,50,3,4,44,39
0,0,3,4,9,23,8,4,77,39
1,1,2,13,10,70,3,4,43,39
0,0,1,10,1,20,8,4,20,39
0,1,6,13,8,30,8,4,23,39
1,1,6,12,3,35,3,4,39,39
0,0,2,9,8,35,8,4,24,39
0,1,1,9,5,30,3,4,34,39
0,1,1,13,4,40,8,4,23,39
0,1,6,7,14,40,3,4,37,39
0,1,3,6,1,20,8,4,70,39
0,0,3,6,14,40,8,4,70,12
0,1,6,10,1,38,5,4,31,39
1,1,1,10,1,48,8,4,43,39
0,0,1,16,10,60,4,4,55,39
0,0,1,9,8,35,8,4,32,39
0,1,6,10,5,35,3,4,58,39
1,1,6,9,4,45,8,4,40,39
0,1,2,9,11,40,8,4,46,5
0,0,2,9,9,4,8,4,47,39
0,0,2,10,1,40,8,4,52,39
0,1,2,11,4,35,3,4,38,39
1,1,6,13,4,45,8,4,53,39
0,0,2,9,12,25,8,4,31,39
1,1,6,9,12,60,8,4,53,39
0,1,1,10,6,25,8,3,27,39
0,1,1,10,6,40,8,4,26,39
0,0,2,10,8,40,8,4,36,39
1,1,6,13,10,5,3,4,37,39
0,1,6,10,11,40,8,4,25,39
0,1,1,9,3,40,8,4,30,39
0,1,3,8,6,40,8,2,48,13
0,1,1,16,10,30,8,4,28,39
0,1,1,10,11,40,4,4,24,39
0,1,6,9,3,50,8,4,36,39
0,0,1,10,1,36,8,3,31,23
0,1,6,9,12,40,6,4,57,5
0,0,1,13,4,40,5,4,46,39
0,1,6,13,10,50,3,4,59,39
0,0,2,10,1,40,7,4,50,39
0,1,1,13,10,50,8,4,23,39
0,1,6,9,8,60,6,4,35,39
0,0,1,11,1,40,8,4,24,39
0,1,1,7,8,10,8,4,17,39
0,1,6,9,3,40,8,4,38,39
0,0,2,13,12,60,6,4,37,39
0,1,6,9,7,30,8,4,23,39
0,1,1,13,13,60,8,4,31,39
0,1,6,9,1,40,8,4,44,39
0,1,6,9,1,40,8,3,28,39
1,1,1,13,4,40,8,4,24,39
0,0,1,13,4,40,8,4,32,39
0,1,1,13,6,36,8,4,29,39
0,1,1,10,14,40,8,3,25,39
0,0,1,9,1,40,8,4,28,39
0,1,6,10,7,40,8,3,26,39
1,1,6,13,4,40,8,4,33,39
1,1,6,10,12,60,8,4,38,39
0,0,1,1,8,12,8,4,39,39
0,0,5,10,12,18,8,3,20,39
0,1,1,9,11,40,8,4,62,39
1,1,6,10,12,60,8,4,58,39
1,1,6,11,4,40,8,4,54,39
0,0,1,9,12,40,8,4,22,39
1,1,6,9,7,40,8,4,56,39
0,0,1,10,13,40,8,4,23,39
1,1,6,10,12,40,8,3,48,39
0,1,1,11,11,30,4,4,25,39
0,1,1,9,8,35,8,4,23,39
1,1,6,9,1,50,8,4,33,39
0,1,5,6,14,45,8,3,47,39
1,1,6,16,10,50,7,4,41,39
1,1,6,9,4,45,4,4,36,39
0,1,6,9,3,40,8,4,46,39
0,1,1,9,8,40,8,4,22,39
0,1,1,9,7,40,8,4,23,39
1,1,6,13,4,60,8,4,51,39
0,0,1,10,4,50,3,4,18,39
0,1,6,4,5,30,3,4,80,39
0,0,1,11,3,40,4,4,34,39
0,1,6,13,1,30,8,4,56,2
1,1,6,13,4,50,8,4,62,39
0,0,2,9,6,16,8,4,74,39
0,1,2,9,14,40,8,4,47,39
0,1,6,9,12,37,8,3,23,39
1,1,6,15,4,40,8,4,45,39
0,1,6,9,7,40,8,4,61,39
0,1,6,9,12,45,8,4,36,39
1,1,6,11,10,40,8,4,45,39
0,1,1,10,1,20,8,4,23,39
1,1,6,13,4,40,8,4,46,39
0,1,2,9,3,50,8,4,49,39
0,1,6,9,3,45,8,4,29,39
0,1,1,9,6,35,8,4,27,39
0,0,4,9,8,35,8,3,22,39
0,0,1,10,1,15,7,4,23,39
0,0,3,10,4,45,8,4,47,11
0,1,6,9,14,30,8,4,43,6
1,1,6,13,4,40,5,4,35,39
0,1,1,10,12,80,8,3,29,39
0,0,6,10,12,25,8,4,28,39
0,0,2,10,7,40,8,4,27,39
0,1,2,9,14,40,8,4,36,39
0,1,1,13,10,20,8,3,24,39
0,0,2,9,8,40,8,4,30,39
0,1,6,4,5,25,3,4,78,39
0,0,3,9,4,40,8,4,42,39
0,0,3,13,12,40,8,4,31,5
1,1,6,15,10,45,3,4,40,39
0,1,6,10,3,45,8,4,63,39
0,1,1,13,10,50,8,4,22,39
0,1,2,13,10,45,8,4,36,39
0,1,1,6,8,20,8,4,17,39
0,0,1,9,7,40,8,4,44,39
0,0,1,9,1,40,8,4,34,39
0,0,1,13,4,40,8,4,24,39
0,1,6,7,3,20,8,4,66,39
0,1,1,10,12,40,8,4,21,39
0,0,1,3,7,40,8,4,43,26
0,1,1,13,12,42,3,4,44,39
1,1,2,15,4,55,7,3,57,39
0,1,6,3,3,35,3,4,49,39
0,0,1,6,12,30,8,4,20,26
0,1,6,10,7,40,8,4,24,39
1,1,6,13,4,50,8,4,57,39
0,0,3,9,7,60,8,4,43,39
0,1,6,5,6,40,8,4,36,39
0,0,2,9,1,16,8,4,49,39
0,0,2,9,1,45,8,4,57,39
0,0,2,9,1,35,4,4,44,39
1,1,4,12,3,40,8,2,24,39
1,1,6,9,3,50,8,4,29,39
0,1,2,10,6,25,8,4,57,39
0,1,6,6,12,40,8,4,61,39
0,1,2,9,6,15,8,4,70,39
0,0,1,12,8,40,8,4,26,39
1,1,6,12,4,50,8,4,58,39
0,0,1,10,1,15,5,4,22,39
0,0,1,9,12,70,8,4,28,39
1,1,6,9,10,40,3,4,45,39
0,1,6,9,8,40,8,4,48,39
0,0,1,14,10,50,4,4,31,39
1,1,6,12,4,45,8,4,32,39
0,1,1,10,4,40,8,4,32,39
1,1,6,15,10,50,6,4,63,39
1,1,6,13,13,42,8,4,41,39
0,1,1,10,7,55,8,4,24,39
1,1,6,13,10,40,8,4,47,39
0,0,2,14,10,55,8,4,45,39
0,1,6,10,6,48,8,4,51,39
0,0,1,10,1,40,8,4,27,39
0,0,1,10,12,25,3,4,20,39
0,0,4,9,4,30,8,4,34,39
0,0,1,13,12,20,6,4,24,39
1,1,6,10,12,45,8,4,58,39
0,0,1,10,4,40,8,3,26,39
1,1,6,12,4,40,8,4,40,39
0,0,3,9,12,40,8,4,66,39
0,0,4,9,12,40,8,4,36,39
0,1,4,9,3,53,8,4,23,39
0,0,2,7,14,40,8,3,47,39
0,1,6,9,14,45,8,4,46,39
0,1,6,9,3,65,8,1,29,39
1,1,6,15,10,55,8,4,39,39
1,1,6,13,10,60,8,2,41,3
0,1,1,8,8,40,8,4,25,39
0,1,6,9,8,40,5,4,33,39
0,1,6,11,11,84,8,4,50,39
0,0,2,9,1,42,8,4,57,39
0,1,6,13,11,40,4,4,30,39
1,0,2,14,4,38,8,4,43,39
0,1,1,10,12,40,8,4,39,39
0,0,3,9,12,40,8,4,54,39
1,1,6,13,10,45,8,4,48,22
1,1,6,10,3,48,8,4,41,39
0,0,1,12,12,35,8,4,23,39
0,1,1,10,12,40,8,4,24,39
0,1,1,10,4,50,8,4,37,13
0,1,1,13,8,40,8,4,25,39
0,0,6,3,7,40,8,4,22,26
0,0,2,12,1,40,8,4,58,39
0,1,1,13,10,40,8,3,27,39
0,0,4,13,4,40,8,4,46,39
0,1,6,12,1,60,8,4,50,4
0,0,1,9,8,32,8,4,21,39
0,0,1,9,4,40,8,4,31,39
0,0,2,3,3,45,8,4,46,39
0,0,1,10,14,20,8,4,37,33
0,1,2,10,8,30,8,4,43,39
0,1,1,9,12,50,8,4,19,39
0,1,1,9,7,40,8,4,21,39
0,1,6,15,12,25,3,4,59,39
0,1,1,7,4,40,8,4,31,39
0,0,1,10,8,40,8,4,31,39
0,1,6,13,14,40,8,4,57,39
0,1,6,9,3,40,8,4,46,39
1,1,6,9,11,40,4,4,31,39
0,0,1,9,1,40,8,3,23,39
1,1,6,13,4,40,5,3,26,39
0,1,6,9,4,40,8,4,53,39
0,1,2,8,3,10,6,4,42,39
1,1,6,9,4,50,3,4,31,39
0,1,6,9,3,40,8,4,39,39
0,1,6,9,14,40,8,4,22,39
1,1,2,9,4,40,7,4,60,39
1,1,6,12,12,45,8,4,35,39
0,1,6,11,3,40,8,4,21,39
0,0,1,12,13,40,8,4,31,39
0,0,6,10,1,40,4,4,33,39
0,1,1,10,6,40,8,4,21,39
1,1,6,10,3,40,8,4,36,39
1,1,6,9,14,40,8,4,55,39
0,1,1,13,10,40,8,2,28,17
0,0,1,13,1,40,8,4,22,39
0,1,6,10,6,40,8,4,60,39
1,1,6,12,10,40,8,4,40,39
1,0,6,13,10,40,5,2,35,30
0,1,2,13,10,40,8,3,41,39
0,1,6,9,3,50,6,4,34,39
0,0,1,9,10,40,8,4,38,39
0,1,6,11,3,30,3,4,37,39
1,1,6,13,4,40,6,4,43,39
1,1,6,10,12,25,8,4,42,39
0,1,1,9,6,48,8,4,25,39
1,1,6,10,4,45,6,4,50,39
0,0,1,9,7,40,8,3,32,39
0,1,6,9,8,40,8,4,46,39
0,0,1,9,1,55,8,4,22,39
1,0,1,16,4,40,5,4,54,39
0,1,6,10,3,50,8,4,33,39
1,1,6,10,4,99,3,4,51,39
0,1,6,7,8,40,8,4,23,39
0,1,1,9,14,10,8,4,74,39
0,1,1,8,3,47,8,4,19,39
0,0,1,9,8,32,8,4,19,39
0,1,1,9,3,40,8,4,32,39
0,1,6,9,14,33,8,4,70,39
0,1,1,9,1,40,8,4,19,39
0,1,6,9,11,20,8,4,71,39
0,1,2,9,4,60,8,4,49,39
1,1,6,11,4,60,8,4,36,39
0,1,2,9,3,50,8,4,23,21
1,1,6,13,1,50,8,4,76,39
1,1,6,14,4,40,8,3,32,39
0,1,6,9,3,40,5,4,33,39
0,0,2,9,1,35,8,4,36,39
1,0,5,13,10,45,4,4,42,39
1,0,2,13,4,50,8,4,42,39
0,0,1,10,8,12,5,4,19,39
0,1,6,9,3,40,8,4,60,39
0,0,6,13,1,25,8,4,31,26
0,1,6,13,12,41,8,4,29,39
0,1,1,10,10,30,8,4,21,39
0,0,2,9,1,42,8,4,54,39
0,1,2,7,12,40,8,4,28,39
0,1,6,9,7,40,8,4,38,39
0,0,1,7,1,5,5,4,18,39
0,1,6,13,1,40,8,4,70,34
0,1,2,10,14,40,4,4,40,39
1,1,6,10,13,60,6,4,57,39
0,0,1,8,8,30,8,4,23,39
0,0,2,9,12,40,8,3,44,39
1,1,6,10,13,40,7,4,45,13
0,0,4,9,8,40,8,3,33,39
0,1,1,10,8,40,8,4,21,39
0,0,1,13,12,40,8,4,43,39
0,1,6,7,7,40,8,4,36,39
0,1,1,14,10,40,8,4,33,39
0,1,1,9,1,30,8,4,20,27
0,1,1,6,1,60,8,4,27,39
0,0,1,8,8,20,8,4,18,39
0,0,1,10,4,40,7,3,33,39
0,1,1,10,10,10,5,4,19,39
1,1,6,9,14,35,3,4,51,39
0,1,6,10,7,48,8,4,33,39
0,1,2,4,14,40,8,4,59,39
0,1,1,9,11,3,8,4,18,39
1,1,6,13,4,45,8,4,51,39
0,0,1,10,12,40,8,4,28,39
0,0,1,10,4,40,8,3,53,39
0,1,6,10,11,40,4,4,56,39
0,1,4,7,3,40,8,4,35,39
0,1,1,8,8,40,8,4,20,39
0,0,1,6,3,40,8,4,23,39
0,0,1,10,1,40,8,4,23,39
1,1,6,13,10,45,8,4,42,39
1,1,6,9,3,40,8,4,42,39
0,1,6,4,7,48,8,3,56,39
0,0,2,10,8,47,8,4,54,39
0,1,6,14,4,50,8,4,34,10
0,1,1,9,3,36,3,4,25,39
0,1,1,9,6,40,8,4,19,39
0,0,2,9,4,45,8,4,33,39
0,0,2,13,12,60,8,4,51,39
0,1,1,13,12,40,8,4,28,39
0,0,1,10,13,40,8,4,28,39
1,1,4,10,10,40,8,4,32,39
0,1,1,5,3,20,8,4,19,39
0,0,1,10,12,40,8,4,25,39
1,0,6,13,10,50,4,4,47,39
1,1,6,14,1,40,4,4,54,39
0,0,1,10,8,35,8,4,23,39
0,0,2,12,8,40,8,4,40,39
0,1,6,11,7,50,8,4,34,39
0,1,2,12,7,40,8,4,24,39
1,0,6,13,13,16,8,4,30,39
0,1,5,13,10,40,8,2,31,24
0,1,6,9,8,42,3,4,37,39
0,1,1,13,4,40,6,4,65,39
0,1,5,6,8,45,8,4,38,39
1,0,6,13,4,50,8,4,29,39
0,1,1,10,3,15,8,4,23,39
0,1,6,9,5,99,3,4,35,39
0,0,1,9,1,40,8,4,28,39
0,1,6,9,3,40,8,4,31,39
1,1,6,10,10,40,8,4,69,39
0,0,5,10,1,40,8,3,35,39
0,1,6,9,6,40,8,3,43,39
0,1,6,10,3,52,8,4,40,39
0,1,1,9,11,48,4,1,39,39
0,1,6,9,12,40,8,4,56,39
0,0,1,9,10,40,8,3,47,23
0,0,1,9,6,40,8,3,21,39
0,1,1,13,7,50,8,4,23,39
1,1,6,13,10,40,4,3,53,39
0,0,2,9,7,24,8,4,43,39
0,1,6,9,7,40,8,4,33,39
1,1,6,9,5,40,3,2,42,1
1,1,6,9,3,45,8,4,29,39
0,1,1,9,3,40,8,4,26,39
0,0,4,9,8,37,8,4,59,39
0,0,1,10,8,30,8,4,23,39
0,1,1,10,3,40,8,4,37,39
0,0,3,9,12,25,8,4,56,26
0,1,6,4,3,40,8,4,60,39
0,0,2,10,9,30,8,4,46,39
0,0,1,6,12,35,8,4,18,39
0,1,6,9,5,40,4,4,68,39
1,1,6,10,7,40,8,4,45,39
0,1,6,10,5,40,8,4,30,39
0,0,2,9,1,38,8,4,45,39
1,0,6,14,1,40,8,4,65,39
0,0,4,10,5,65,3,4,32,39
1,0,6,9,4,40,8,4,42,39
0,1,1,7,6,16,8,4,17,39
0,0,1,9,1,45,8,4,24,39
0,0,1,9,1,40,8,4,50,39
1,1,6,10,4,40,7,4,58,39
0,0,3,4,8,35,4,3,62,39
0,1,1,9,6,25,8,4,20,39
0,1,6,13,3,7,3,4,35,39
1,1,6,13,10,40,6,4,42,39
1,1,6,10,13,40,7,4,40,39
0,1,6,13,12,40,8,4,32,39
0,0,6,9,7,40,8,4,43,27
0,1,2,9,14,90,8,4,49,39
0,0,2,9,7,40,8,4,50,39
1,1,6,10,12,40,8,4,39,39
0,0,2,9,7,40,8,4,51,39
0,1,1,7,6,15,8,4,18,39
0,1,6,14,4,40,4,4,33,39
0,0,2,9,9,30,8,3,34,39
1,1,6,10,10,40,8,4,40,39
0,1,2,13,14,48,8,4,41,39
0,1,2,10,11,70,8,4,45,39
0,1,6,9,5,45,8,4,53,39
0,0,1,3,12,20,8,2,27,40
1,1,6,13,4,40,8,4,37,39
0,1,6,9,3,40,8,4,26,39
0,1,1,9,6,20,8,3,19,39
1,1,6,9,4,40,6,4,50,39
1,1,6,12,12,50,6,4,37,39
1,1,6,10,3,56,6,2,49,39
0,0,1,13,1,55,8,3,27,39
0,1,6,9,7,40,8,3,21,39
0,0,4,10,4,40,8,4,34,39
0,0,6,9,9,20,8,4,35,4
0,0,1,10,5,65,8,4,26,39
0,0,2,13,1,24,8,2,39,30
0,0,6,7,8,36,8,4,45,39
1,0,6,9,1,38,8,3,57,39
0,1,1,13,10,30,8,4,25,39
1,1,6,6,14,40,8,4,50,39
1,1,6,14,4,38,8,4,44,39
0,0,6,13,10,20,8,4,44,39
1,1,6,10,14,6,8,4,55,39
0,0,1,9,8,20,8,3,31,39
0,0,3,4,8,38,8,4,43,26
1,1,6,10,12,35,6,4,65,39
1,1,6,9,4,45,6,4,28,39
0,0,1,9,3,40,8,4,19,39
0,1,6,3,6,52,8,3,51,39
0,1,1,13,10,40,4,4,26,39
1,1,1,10,3,45,8,4,29,39
0,1,1,8,6,20,8,3,18,39
0,1,1,9,6,40,8,4,27,39
0,1,2,9,14,46,8,4,42,39
0,1,2,13,12,40,8,4,61,39
0,1,1,9,4,50,5,4,32,39
0,1,6,9,12,45,8,4,38,39
1,1,6,15,10,55,3,4,34,39
0,0,1,9,1,40,8,4,29,39
0,0,6,9,8,35,8,3,31,39
0,1,6,16,10,3,3,4,75,39
0,1,6,10,10,50,3,4,55,39
0,0,2,9,8,40,8,3,27,39
0,1,3,7,3,40,8,4,38,39
1,1,6,13,3,40,8,4,34,39
0,1,1,10,7,60,8,4,20,39
0,0,1,14,10,40,8,2,37,3
0,0,1,16,10,23,8,4,47,39
1,1,6,13,10,40,8,4,42,39
0,0,1,12,1,40,4,4,28,39
1,1,6,13,12,50,8,4,43,39
0,1,6,10,7,40,8,4,25,39
0,0,4,9,8,47,8,4,40,39
0,1,5,13,14,30,8,4,49,4
1,1,6,13,4,50,8,4,33,39
0,1,6,9,6,25,4,4,30,39
0,0,1,9,7,40,8,3,19,39
0,0,1,10,1,45,8,4,28,24
0,1,4,10,4,40,4,3,23,39
0,0,1,10,12,30,8,4,20,39
0,0,6,9,14,15,8,4,41,39
0,1,1,10,13,25,3,4,21,39
0,1,1,7,3,40,8,4,25,26
0,0,2,9,14,37,8,4,39,33
0,0,1,11,10,50,8,4,40,39
0,1,6,9,5,40,8,4,44,39
0,0,1,13,1,40,8,4,29,32
0,1,1,9,12,20,8,4,19,39
1,1,6,13,10,50,3,4,39,24
0,0,2,9,12,28,8,4,57,39
0,1,6,9,4,40,6,4,40,39
0,0,3,9,8,40,8,4,54,39
1,1,6,13,4,40,5,4,50,39
0,0,2,9,1,38,8,4,40,39
1,1,6,14,10,45,4,4,54,39
0,0,1,13,8,20,8,4,23,39
1,1,6,9,14,40,8,4,41,39
0,0,2,12,10,40,7,3,35,39
1,1,6,13,4,60,3,4,42,39
0,1,6,9,3,40,8,4,39,39
1,1,6,14,4,40,8,4,48,39
0,1,6,11,12,40,8,4,51,39
0,1,1,14,10,13,5,4,24,39
0,0,1,9,1,44,8,4,29,39
0,0,6,6,1,17,4,4,69,39
0,0,1,14,10,30,8,4,34,39
1,1,2,16,10,50,8,4,50,39
0,0,1,10,8,40,8,4,21,39
0,0,2,9,1,40,5,4,55,39
0,1,6,9,8,40,4,4,32,39
0,1,1,10,7,40,8,4,20,39
1,1,6,9,12,50,6,4,54,39
0,1,1,9,3,40,8,4,33,39
0,1,6,13,13,40,8,4,28,39
0,1,6,10,14,40,8,4,43,39
0,1,6,10,4,50,6,4,44,39
0,1,6,5,6,45,8,4,49,39
0,0,4,7,1,25,8,3,45,39
0,0,1,9,13,40,5,3,58,39
