high_income,male,married,higher_edu,managerial_occ,high_hours,gov_jobs,race,age,native_country
1,1,6,10,3,40,8,4,50,39
0,1,6,9,7,40,8,4,45,39
0,1,2,9,3,40,8,1,46,39
1,0,1,14,10,40,8,4,39,39
0,1,6,13,4,44,8,4,46,39
0,1,6,9,4,25,3,4,47,39
1,1,6,14,10,55,8,2,42,19
1,1,1,12,4,65,8,4,28,39
0,1,1,8,6,40,8,4,28,26
0,1,6,9,3,40,8,4,54,39
0,0,1,11,4,50,5,4,39,39
0,1,4,9,5,40,8,4,21,39
0,1,6,10,3,60,3,4,40,39
0,0,2,9,4,40,8,4,36,39
0,1,6,13,4,50,8,4,59,39
0,1,4,9,1,40,8,4,34,39
1,1,6,9,14,40,8,4,57,39
0,0,1,9,8,20,8,4,18,39
0,0,1,10,7,30,8,4,21,39
0,1,1,11,14,60,8,4,29,39
0,1,6,9,5,50,3,4,38,39
0,0,1,10,8,15,8,4,19,39
0,1,1,14,10,45,3,4,31,9
0,1,2,9,3,40,8,4,22,39
0,0,2,9,4,40,8,4,35,39
0,1,1,10,1,40,8,4,20,41
1,1,6,9,7,40,8,4,39,39
0,1,2,13,12,45,8,4,47,39
0,1,1,13,10,20,8,4,24,39
0,0,3,5,8,20,8,4,63,39
1,1,6,10,10,40,8,4,42,39
0,1,6,9,4,55,8,2,55,39
0,0,3,4,8,21,8,4,45,39
0,1,1,5,8,45,4,4,17,39
0,1,6,13,10,35,8,4,31,39
0,1,6,6,14,20,8,1,67,39
1,1,6,13,1,40,5,4,42,39
0,1,1,13,10,40,4,4,29,39
0,0,3,10,4,3,8,4,64,39
0,0,2,12,13,25,8,4,25,39
1,1,6,10,1,50,8,2,30,39
0,1,6,10,8,40,5,4,37,39
1,1,1,14,10,60,8,4,39,39
0,1,1,13,6,36,8,4,29,39
0,1,6,9,5,50,3,4,66,39
1,1,6,13,10,45,4,4,34,26
0,0,1,9,7,36,8,3,39,39
0,0,6,9,12,50,8,4,55,39
0,0,1,4,5,20,8,3,56,39
0,0,1,9,12,20,8,3,24,39
0,1,1,3,7,40,8,2,34,25
0,1,6,10,12,55,6,4,43,39
0,1,1,6,14,30,8,2,22,39
0,1,6,4,7,60,8,4,52,39
1,1,6,10,4,40,8,4,58,39
0,0,6,5,8,38,4,4,51,33
0,0,4,11,4,40,3,4,47,39
0,1,6,9,14,40,8,4,32,39
0,1,6,4,10,45,6,4,47,39
0,1,6,4,3,40,3,4,59,39
0,0,4,6,1,47,8,3,50,23
1,1,6,14,10,40,8,4,39,39
1,0,6,10,1,14,8,4,59,5
0,0,2,14,10,40,4,3,45,39
0,1,6,8,5,35,8,4,68,39
1,1,6,10,10,40,8,4,41,39
0,0,2,9,7,55,8,4,48,39
0,1,1,13,10,45,4,4,31,39
0,1,6,7,4,40,8,4,36,5
0,0,1,13,4,40,8,4,39,39
1,1,6,12,1,40,8,4,36,39
0,0,3,9,1,40,8,4,64,39
0,1,1,15,10,70,5,4,27,39
0,1,1,10,7,40,8,4,35,39
0,0,6,9,12,40,6,4,47,39
0,1,6,11,12,63,8,4,41,39
0,0,6,9,7,40,8,4,50,8
0,0,1,13,1,40,8,4,34,39
0,1,2,10,7,40,8,4,41,22
1,1,4,13,12,55,8,4,46,39
1,1,6,13,1,40,8,4,40,39
1,1,6,13,4,70,8,4,35,39
1,1,6,13,10,40,3,4,45,39
0,1,1,10,1,40,8,4,21,39
0,1,6,9,7,40,8,4,42,39
0,1,6,10,6,40,4,3,44,39
0,1,2,12,4,48,8,4,36,39
0,0,3,7,1,40,8,4,40,39
1,1,6,13,12,40,8,4,40,39
0,1,1,14,10,50,6,3,50,38
1,1,1,10,7,45,8,2,26,39
0,1,6,9,3,40,8,4,24,39
0,1,1,10,3,50,8,4,41,24
1,1,6,10,12,40,8,4,53,39
0,0,5,6,8,30,8,3,34,39
0,1,6,9,3,55,3,4,44,39
0,1,1,6,8,35,8,4,20,26
1,1,6,13,4,48,8,4,52,39
0,1,1,5,8,40,8,4,21,39
1,1,1,13,12,45,3,4,45,39
0,0,3,9,8,20,8,3,56,39
0,1,2,9,3,40,8,4,33,39
1,1,6,10,3,50,3,1,39,39
0,1,1,9,1,55,4,1,35,39
0,1,6,9,12,40,8,4,42,39
0,1,2,9,1,40,8,4,34,39
0,1,2,9,3,50,8,4,33,39
0,1,2,9,7,40,8,3,55,39
1,1,6,9,11,40,4,4,38,39
0,0,1,9,8,40,8,3,26,39
0,0,2,11,8,99,3,4,33,39
0,0,1,7,8,28,8,4,19,39
1,1,1,9,13,35,8,2,34,3
0,1,6,9,5,30,3,4,80,39
1,1,1,11,12,65,8,4,25,2
0,0,1,7,4,25,8,4,18,39
1,0,6,13,1,30,3,4,52,39
1,1,6,12,12,48,8,4,52,39
0,0,1,13,10,45,8,4,34,5
0,1,6,14,4,48,8,4,44,39
0,0,3,6,7,40,8,3,56,39
1,0,6,14,10,35,4,3,43,39
0,1,6,13,4,40,3,4,45,39
1,1,6,13,10,45,8,4,38,39
0,1,6,10,1,37,8,4,37,39
0,0,2,9,12,33,8,4,50,39
1,1,6,10,11,40,5,4,48,39
0,1,6,10,4,35,3,4,75,39
0,0,6,4,7,45,8,4,56,39
0,1,1,13,1,40,8,4,32,39
0,0,1,9,1,40,8,4,39,39
0,1,6,8,5,55,8,4,27,39
1,1,6,10,4,40,8,4,60,39
1,1,6,13,12,50,8,4,69,39
0,1,6,9,7,40,8,4,48,39
0,0,3,9,3,40,8,4,64,39
0,1,2,10,8,65,5,4,37,39
0,1,1,9,3,40,8,4,27,39
0,1,6,9,3,40,8,4,37,39
0,1,2,9,3,40,8,4,48,39
1,1,6,10,14,40,8,4,60,39
1,1,6,9,4,40,8,4,39,39
0,0,1,9,6,43,8,3,25,39
0,1,1,9,3,40,8,4,23,39
0,0,3,10,1,22,8,4,53,39
0,1,2,7,3,40,8,4,38,39
0,0,4,10,8,15,8,4,28,39
0,0,1,9,3,45,8,3,30,39
0,1,6,5,5,40,8,3,63,39
0,1,1,5,6,40,8,4,17,26
0,1,6,9,8,40,4,1,35,39
0,0,2,9,1,45,8,4,46,39
0,1,1,10,6,40,8,4,24,39
0,1,6,9,3,40,8,4,66,39
0,0,6,9,4,40,3,4,55,39
0,1,6,14,10,40,5,4,31,39
0,0,2,9,1,40,8,4,45,39
0,0,1,10,12,20,8,4,18,39
0,0,1,12,13,40,8,2,31,39
0,1,1,10,8,20,8,4,37,39
0,1,6,9,7,40,8,4,26,39
0,1,1,9,6,40,8,4,20,39
0,1,6,11,3,76,8,4,45,39
0,0,1,11,3,40,8,3,23,39
1,0,2,15,10,35,8,4,43,39
0,1,6,13,10,45,4,4,51,39
0,1,1,13,12,50,8,3,30,39
0,1,6,6,8,8,8,4,50,8
0,0,4,10,8,28,4,3,50,39
0,1,6,13,1,48,8,4,38,39
0,1,6,9,7,40,8,4,43,39
1,1,6,9,1,52,8,3,44,39
1,1,4,15,10,35,8,4,38,39
1,1,6,9,4,80,6,4,47,39
0,1,1,4,8,40,8,4,53,39
0,1,6,12,7,62,8,4,32,39
0,1,6,9,12,40,8,4,37,39
1,0,6,13,13,16,8,4,30,39
0,1,2,9,14,50,8,4,41,39
0,1,1,8,3,40,8,4,20,39
0,0,1,10,13,20,8,4,20,39
1,1,6,13,10,55,8,4,41,39
0,1,1,9,3,35,8,4,35,39
1,0,6,15,10,45,8,4,36,39
0,0,1,10,1,40,8,4,24,39
0,0,6,6,1,40,8,4,26,39
0,1,6,10,3,50,8,4,34,39
1,1,6,9,6,40,5,4,49,39
0,0,1,9,8,35,8,4,31,39
1,1,6,13,12,40,8,4,36,39
1,1,2,14,4,50,3,4,53,39
0,1,2,10,14,60,5,4,36,39
0,1,1,9,8,40,8,3,20,39
0,0,1,10,12,30,8,3,20,39
0,1,1,13,4,40,8,4,26,39
0,1,6,13,12,15,3,4,63,39
1,1,6,9,14,60,8,4,32,39
0,0,1,13,13,40,3,4,31,39
1,1,6,11,12,40,3,4,47,39
0,0,1,9,8,40,8,4,22,11
0,0,1,6,8,40,8,4,23,39
0,0,2,10,1,38,8,4,43,39
1,1,6,13,1,40,8,4,46,39
1,1,6,13,10,36,8,4,50,39
0,0,3,9,1,60,8,4,59,39
0,0,6,9,4,40,8,4,27,39
0,1,1,9,8,40,7,4,29,39
1,1,6,12,4,40,8,4,38,39
1,1,6,13,10,50,8,4,43,39
1,1,6,10,1,45,8,4,41,39
0,0,6,9,8,40,8,4,46,39
0,0,4,10,13,40,8,3,54,39
0,1,6,9,3,40,8,4,41,39
0,0,5,2,9,40,8,4,27,26
0,0,1,10,7,40,8,4,20,39
0,0,3,9,1,40,8,4,52,39
0,1,6,9,3,40,8,4,27,39
1,1,6,10,12,60,6,4,34,39
0,1,1,13,12,45,8,4,44,39
0,0,1,10,12,20,8,4,19,39
1,1,6,9,7,48,8,4,50,39
0,0,1,13,1,40,8,4,25,39
0,1,1,9,8,40,8,4,35,39
1,1,6,10,1,40,4,4,38,39
1,1,6,13,4,40,3,4,29,39
0,0,1,13,13,36,8,4,27,39
0,0,2,9,8,40,8,3,47,39
0,1,2,9,1,40,4,3,58,39
0,1,1,12,3,40,3,4,26,39
0,0,1,6,8,12,8,4,17,39
0,0,2,12,7,50,8,4,32,39
0,1,6,9,3,40,5,4,35,39
1,1,6,13,4,40,8,4,37,39
0,0,1,9,1,26,8,4,19,39
0,1,6,9,8,40,8,4,57,26
1,1,6,10,5,40,4,4,41,39
0,1,6,13,12,55,8,4,31,39
0,0,1,10,8,40,8,3,33,39
1,1,6,13,4,40,7,4,46,39
0,1,6,9,4,50,3,4,36,39
0,0,4,5,8,40,4,4,51,39
0,1,1,10,1,28,8,4,20,39
0,0,2,10,1,43,8,4,38,39
0,1,1,7,14,20,8,4,17,39
0,1,1,13,12,50,8,4,35,39
0,0,1,14,8,35,8,4,39,39
0,1,6,10,8,45,8,4,31,39
0,1,2,10,8,28,8,4,50,39
0,0,2,7,8,30,4,3,36,39
0,0,3,9,1,40,7,4,65,39
1,1,6,11,3,50,8,4,50,39
1,0,1,13,10,48,5,4,34,39
0,1,1,9,8,40,8,4,21,39
1,1,6,10,3,40,8,4,57,39
0,1,1,9,6,40,8,4,48,39
0,1,6,11,12,40,8,4,33,39
1,0,1,12,4,40,8,4,27,39
1,1,6,13,3,72,8,4,45,39
0,0,5,10,1,40,8,4,49,39
0,0,1,7,9,40,8,4,50,39
1,1,6,13,1,50,8,4,38,39
0,0,1,6,12,20,8,4,17,39
0,1,1,9,8,30,8,4,20,39
0,0,1,9,12,16,8,3,17,39
0,0,2,9,10,48,8,4,56,39
0,1,2,9,7,40,8,4,26,39
0,1,1,9,12,40,3,4,29,39
0,1,1,9,6,40,8,4,22,39
0,1,1,13,8,55,8,4,24,39
1,1,6,13,12,50,8,4,44,39
0,0,1,4,7,20,8,4,31,26
0,1,1,7,3,40,8,4,22,39
0,0,2,9,7,40,8,4,22,39
0,1,6,2,5,70,8,4,43,26
0,0,4,9,8,35,5,4,52,39
0,0,1,10,12,25,8,4,24,39
1,1,6,9,7,50,8,4,28,39
0,1,1,9,10,40,3,4,33,39
0,1,6,11,3,50,8,4,29,39
0,1,6,7,14,70,8,4,47,39
1,1,6,13,12,50,8,4,32,39
0,0,2,10,6,40,8,4,45,39
1,1,6,2,7,40,8,4,41,26
0,1,6,9,3,40,8,4,41,39
0,1,6,10,14,40,8,4,36,39
0,0,2,9,8,20,4,4,34,39
0,1,1,13,4,45,8,4,35,39
0,0,2,9,8,40,4,4,49,39
1,1,6,10,3,40,3,4,54,21
0,0,1,7,12,25,8,4,19,39
0,1,4,9,7,40,8,3,66,39
0,1,6,11,3,42,8,4,48,39
0,1,6,13,4,40,8,4,43,39
1,1,2,10,4,65,6,4,52,39
0,1,6,9,1,40,7,4,35,39
0,1,6,13,10,80,8,4,53,39
0,0,1,11,10,40,8,4,28,39
0,0,1,14,10,40,4,4,44,39
1,1,6,13,10,46,8,4,40,39
0,0,1,13,1,30,8,2,28,39
0,1,2,9,5,40,3,4,28,39
1,1,6,9,14,40,8,4,48,39
0,1,1,7,12,30,8,4,17,39
0,1,6,9,12,48,8,4,26,39
0,1,1,10,8,20,8,4,26,39
0,0,5,9,1,40,8,3,35,39
0,1,1,13,12,60,3,2,39,20
0,1,2,9,14,40,8,4,41,39
0,1,6,9,3,50,3,4,64,39
0,1,6,10,14,42,8,4,43,39
0,1,6,14,10,50,4,4,41,39
0,1,6,13,4,40,8,4,34,39
0,1,1,7,14,39,8,4,24,39
1,1,6,13,4,50,8,4,45,39
0,0,6,11,8,15,3,4,48,39
0,1,6,13,4,40,8,4,36,39
0,0,1,9,1,40,8,4,54,39
0,1,6,12,12,60,8,3,43,39
0,1,6,9,14,40,8,4,35,39
0,1,1,9,14,40,8,4,38,39
0,1,6,10,7,40,8,4,40,39
0,0,1,11,13,40,8,4,38,39
0,1,4,12,12,30,3,3,51,39
0,1,6,11,12,37,8,4,42,39
0,0,1,13,1,40,4,4,23,11
0,1,1,9,14,40,7,3,45,39
0,1,1,7,3,3,8,4,23,39
0,0,1,10,12,20,8,4,18,39
0,1,6,9,12,37,8,3,23,39
1,1,6,9,3,45,8,3,42,39
0,1,1,10,4,40,4,4,40,39
1,0,2,10,1,44,8,4,40,39
1,1,6,10,4,40,3,4,48,39
0,0,3,9,1,40,5,4,73,39
0,0,2,10,1,40,8,4,52,39
0,1,1,10,8,35,3,4,22,39
1,1,6,14,4,47,5,4,47,39
0,0,2,6,8,16,8,4,69,39
0,1,2,5,3,40,8,4,40,39
1,1,1,10,12,25,8,4,22,39
0,1,1,7,3,40,8,4,22,8
1,0,1,16,4,50,5,4,54,39
0,0,4,15,10,40,4,3,40,39
0,1,6,9,8,40,8,4,37,13
0,1,1,9,12,40,8,4,21,39
0,1,6,9,4,48,8,4,35,39
0,0,1,13,10,40,8,4,35,39
1,1,6,9,14,65,3,4,35,39
0,0,3,9,12,35,8,4,53,39
0,1,1,9,14,20,8,4,22,39
1,1,6,15,10,50,8,4,36,39
0,0,6,13,10,40,8,4,30,39
0,0,1,10,4,45,5,4,42,39
0,1,6,9,3,40,8,4,64,39
0,0,2,9,12,50,8,4,48,39
1,1,6,9,3,40,8,4,47,39
0,0,1,13,4,50,8,4,47,39
0,1,1,10,3,40,8,4,24,39
0,0,1,9,10,45,8,4,34,39
1,1,6,10,4,42,4,4,40,39
0,1,6,9,7,50,8,4,28,33
0,1,6,9,14,65,3,4,33,39
1,1,6,14,4,60,3,4,50,39
0,1,1,8,1,35,8,4,18,39
0,1,6,10,3,40,6,4,32,39
0,1,1,10,8,40,8,4,21,39
0,0,3,13,8,35,6,4,67,39
0,1,1,14,10,40,7,4,26,39
0,0,2,13,4,5,8,4,67,39
0,0,6,9,8,16,3,4,43,39
0,1,6,9,3,40,8,4,23,39
0,1,6,13,10,40,8,4,48,39
0,1,6,11,10,40,8,4,30,39
0,0,1,9,8,60,3,4,35,39
0,1,6,9,14,37,8,3,31,39
0,1,1,16,10,30,8,4,72,39
1,0,6,7,4,30,3,4,48,39
0,1,1,10,12,35,8,4,24,39
0,1,6,2,5,40,8,4,37,26
1,1,6,13,4,40,8,4,37,39
1,1,6,14,4,45,8,4,54,39
1,1,6,14,4,50,8,4,56,39
0,0,2,9,8,24,8,4,23,39
0,1,6,9,3,40,8,4,52,39
1,1,6,13,1,42,7,4,33,39
1,1,6,9,11,40,4,4,31,39
0,1,6,9,3,16,8,4,47,39
1,1,6,12,4,60,6,4,33,39
0,0,1,10,8,20,8,4,18,26
1,1,6,9,3,40,3,4,28,39
0,0,2,9,12,37,8,4,55,39
0,0,2,10,10,40,5,4,33,39
0,1,6,6,4,40,8,4,49,39
0,1,1,11,14,40,8,3,28,1
0,1,1,14,10,35,4,4,34,39
0,0,2,14,10,30,4,4,45,39
0,1,1,9,4,40,8,4,31,39
0,1,1,9,12,45,8,4,21,39
0,0,1,10,1,20,8,4,20,39
0,1,1,11,8,20,8,4,23,39
0,1,6,9,11,40,5,1,47,39
0,1,1,11,8,40,3,4,34,39
0,0,1,9,1,35,4,4,39,39
0,0,2,11,1,40,4,4,30,39
0,0,1,13,10,35,8,3,24,39
0,0,2,9,1,8,7,4,51,39
0,0,3,9,7,40,8,3,53,39
0,1,1,9,7,30,8,4,24,39
1,1,6,14,10,36,5,4,53,39
0,0,1,13,1,40,8,3,26,39
0,1,2,6,6,40,4,3,39,39
0,0,1,13,10,45,4,4,27,39
0,0,1,10,8,15,5,4,22,39
0,1,6,13,1,50,8,4,56,39
0,1,2,9,3,40,8,4,40,39
0,0,6,10,11,25,8,3,34,14
0,1,1,9,7,40,8,4,25,39
0,0,2,11,8,40,8,4,33,39
0,0,2,10,4,50,6,4,51,39
0,1,6,7,3,40,8,4,26,39
1,1,6,13,3,50,6,4,57,39
0,1,6,7,6,40,8,4,27,39
0,1,1,13,4,45,8,4,24,39
0,1,1,8,12,40,8,4,17,39
0,1,1,13,10,50,5,4,34,39
0,1,6,10,3,40,8,4,48,11
0,0,1,10,8,35,8,4,20,39
1,1,2,12,12,50,8,4,34,39
0,1,6,9,3,40,8,4,36,39
0,1,6,12,12,68,6,4,37,39
0,1,6,9,4,40,8,4,36,39
0,0,1,10,3,40,8,3,57,39
1,0,6,9,1,35,8,4,33,39
0,0,1,10,12,20,8,4,21,39
0,0,6,3,1,40,8,4,46,22
0,1,1,9,14,40,8,4,25,39
0,0,1,14,8,40,8,4,26,39
1,1,6,14,14,60,8,4,54,39
0,1,6,9,5,70,3,4,39,39
0,1,6,9,1,48,8,4,52,39
1,1,6,15,10,45,8,4,48,39
0,0,1,2,7,40,8,4,28,26
0,0,1,9,10,55,8,4,21,39
0,1,1,9,14,40,8,3,24,39
0,1,1,13,10,35,4,4,25,13
0,1,1,5,12,48,8,4,24,39
1,1,6,10,4,40,8,4,49,39
0,1,1,10,1,20,8,4,27,39
0,1,2,7,12,50,8,4,56,39
0,0,2,13,10,36,8,4,54,39
1,1,6,13,14,48,8,4,41,2
0,0,3,9,4,35,8,3,49,39
0,0,3,9,1,5,4,4,78,39
0,1,6,9,8,36,8,3,34,39
1,1,6,9,3,40,5,3,50,39
0,1,2,6,3,40,7,4,65,39
0,0,3,5,9,5,8,3,81,39
0,1,1,9,12,30,8,4,27,39
0,1,2,10,3,40,4,4,41,39
0,1,2,11,4,60,8,4,45,39
0,1,6,9,8,40,8,4,66,39
0,1,2,14,10,38,8,4,45,39
0,1,4,10,11,40,5,4,52,39
0,1,1,9,3,40,8,4,38,39
0,0,6,13,10,40,8,4,24,39
1,1,6,13,6,65,4,4,28,39
1,1,6,9,3,40,8,4,31,39
0,0,1,9,8,28,8,3,42,14
0,1,1,10,3,40,8,4,20,39
1,1,6,9,12,50,8,4,64,39
0,1,2,13,12,40,8,3,50,39
1,1,6,13,5,70,3,4,45,39
1,1,6,14,4,60,5,4,53,39
0,1,6,14,10,60,5,4,33,2
0,1,6,9,14,45,8,4,25,39
1,1,6,9,7,40,8,4,48,39
0,0,2,9,10,40,8,4,32,39
0,1,6,9,12,16,8,4,62,39
0,1,6,12,8,40,3,4,57,20
0,1,1,13,10,20,8,4,22,9
1,1,6,13,12,40,8,4,52,39
0,0,2,10,12,25,8,4,33,39
1,0,2,13,11,43,4,3,48,39
0,0,2,11,12,30,8,4,77,39
1,1,6,13,12,50,3,4,43,39
0,1,2,11,1,52,7,3,38,39
1,1,6,9,1,80,7,3,46,39
1,1,6,9,11,40,4,4,30,39
1,1,6,13,4,40,8,4,52,39
0,0,1,10,12,40,8,4,22,39
0,0,2,10,4,40,8,4,27,39
0,0,1,10,1,40,8,3,23,39
1,1,6,14,4,50,6,4,43,39
1,0,1,14,10,40,8,4,29,39
1,1,6,11,12,50,8,4,35,11
0,0,1,10,8,30,8,3,27,39
0,0,1,10,4,20,8,4,20,39
0,0,2,13,13,40,5,4,30,39
0,0,1,9,12,35,8,4,30,39
0,1,6,12,12,40,8,4,43,39
0,1,6,13,3,45,8,4,29,39
0,1,6,5,8,40,8,4,59,39
0,0,3,2,7,34,8,4,67,7
1,0,6,13,4,25,6,4,48,39
0,0,1,13,1,65,8,4,27,39
0,1,1,10,8,20,8,4,20,39
1,1,6,16,10,55,8,4,46,39
1,1,6,13,12,45,8,4,49,39
0,0,4,12,1,40,4,4,36,39
0,1,1,5,7,48,8,4,25,26
0,0,1,10,4,40,8,4,38,39
0,1,1,13,12,18,8,4,26,39
0,0,3,8,7,48,8,4,59,39
0,1,1,10,1,30,8,4,19,39
1,1,6,13,10,40,8,4,37,39
1,0,3,9,14,60,8,4,41,39
1,1,6,11,13,40,8,4,62,39
0,1,6,9,7,42,8,4,42,39
0,0,6,12,1,36,6,4,34,39
1,1,6,9,3,52,8,3,56,39
0,1,1,9,14,40,4,4,38,39
1,1,6,7,3,60,8,4,28,39
1,0,2,9,1,24,8,4,51,39
1,1,6,11,3,40,8,4,57,39
1,0,6,10,1,50,8,4,29,39
0,1,2,9,3,55,8,4,34,39
0,0,2,13,10,40,8,4,36,39
0,1,1,6,6,20,8,4,17,39
0,1,1,13,4,40,4,4,30,39
1,1,6,13,10,40,8,4,29,39
0,0,2,9,1,32,8,4,24,39
1,1,6,10,13,44,8,4,44,39
1,1,6,13,4,40,8,4,29,39
0,1,1,9,7,40,8,3,30,39
0,1,6,9,3,25,8,4,18,39
0,1,1,10,7,40,8,4,36,39
0,0,1,9,8,40,8,3,20,39
0,1,1,13,10,50,8,4,26,39
0,0,2,13,8,99,8,4,41,39
0,0,1,10,1,35,8,4,20,39
1,1,6,9,14,65,8,4,47,39
0,1,1,10,1,40,8,3,29,39
0,1,6,9,12,50,3,4,60,39
1,1,6,9,3,40,8,4,58,39
1,1,6,13,12,45,8,2,57,39
0,1,1,10,12,50,3,4,27,39
1,0,1,13,10,40,8,4,22,39
1,1,6,4,14,44,8,4,57,39
0,0,1,10,1,38,8,3,19,39
0,1,1,9,3,40,3,4,30,39
1,1,6,9,3,40,8,4,59,39
0,1,1,9,1,20,4,4,21,39
0,1,1,10,11,45,5,3,30,39
0,1,1,9,4,42,8,4,39,39
0,0,2,9,1,44,8,4,48,39
1,1,2,13,6,51,8,4,47,39
1,1,6,9,3,50,8,4,65,39
0,1,1,7,7,55,8,4,18,39
1,0,6,13,1,40,8,2,30,30
0,0,4,10,5,65,3,4,32,39
1,1,6,11,4,43,8,4,48,39
0,1,6,9,12,40,8,4,37,39
0,0,4,13,4,42,8,4,35,39
0,0,2,9,8,30,8,4,23,39
0,1,6,9,12,40,8,4,32,39
0,1,6,11,5,60,3,4,28,39
0,1,1,10,4,40,8,4,34,39
0,1,1,13,10,55,8,2,23,21
0,0,2,9,12,40,8,4,49,39
1,0,6,11,10,36,8,4,34,39
1,0,6,13,4,30,8,4,61,39
0,0,3,12,1,30,8,4,54,39
0,1,6,9,3,25,8,4,37,39
0,1,6,9,4,35,8,4,35,39
0,1,6,9,8,25,8,2,29,30
0,1,2,9,14,40,8,4,39,39
0,1,6,9,6,48,8,4,26,39
1,0,1,13,4,45,8,4,56,39
0,1,4,10,8,40,8,4,24,39
0,1,6,9,3,40,8,4,37,39
0,0,6,9,1,38,8,4,52,39
0,0,2,9,1,40,8,4,45,39
0,1,1,9,8,40,8,4,26,39
0,1,1,9,6,40,8,4,33,39
1,1,3,9,12,35,6,2,75,39
0,1,1,9,3,40,4,3,25,39
1,1,1,13,4,70,8,4,30,39
0,0,1,13,10,40,8,4,24,39
1,1,6,10,3,45,8,4,39,39
0,1,6,14,10,40,3,4,62,39
0,1,2,10,3,40,8,4,40,39
0,0,2,9,1,40,8,4,41,39
0,1,1,6,8,15,8,4,17,39
0,1,1,10,13,14,8,4,19,39
1,0,2,13,4,50,8,4,32,39
1,1,6,13,10,48,8,4,43,39
0,0,2,12,4,48,8,4,37,39
0,1,2,9,11,40,8,4,49,39
0,0,2,9,8,60,6,4,46,39
1,1,6,10,4,60,8,4,30,39
0,1,1,9,8,40,8,4,19,39
0,0,1,10,1,40,8,3,29,39
0,1,2,10,4,60,8,4,32,39
0,0,4,6,6,40,8,4,36,39
0,1,6,14,10,24,3,4,68,39
0,1,6,9,1,12,2,2,67,30
0,1,1,7,6,24,8,4,18,39
1,1,6,9,12,40,8,4,46,39
0,1,1,13,3,40,8,4,29,39
0,1,4,9,6,45,8,3,51,39
1,0,6,12,4,45,8,4,39,39
0,1,2,9,6,40,8,4,39,39
0,1,6,9,6,40,8,4,40,39
0,1,1,13,7,32,8,3,37,39
0,1,1,9,5,40,4,4,23,31
1,1,6,13,10,48,8,2,31,30
1,1,6,9,14,45,8,4,59,39
1,1,6,10,4,50,6,4,71,39
0,0,1,9,8,28,3,4,28,39
0,0,4,10,13,55,8,4,46,39
0,1,6,10,12,45,8,4,58,39
0,0,1,13,10,50,8,4,29,39
0,1,5,5,7,75,8,3,53,14
0,1,6,12,4,50,3,4,67,39
0,0,2,10,1,40,8,4,65,39
0,0,2,9,4,38,8,4,50,39
